table_id,column_id,of_variable,of_type,with_entry
core,Depth sed [m],layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Nichols, Jonathan (https://orcid.org/0000-0003-3913-2206, jnichols@ldeo.columbia.edu)"
core,Depth sed [m],layer_mid,unit,m
core,Depth sed [m],layer_mid,value,--
core,Samp thick [cm],layer_thickness,description,"Sample thickness [cm] (Samp thick) PI: Nichols, Jonathan (https://orcid.org/0000-0003-3913-2206, jnichols@ldeo.columbia.edu)"
core,Samp thick [cm],layer_thickness,unit,cm
core,Samp thick [cm],layer_thickness,value,--
core,Age unc [±],age,1 sigma,--
core,Comm,age,description,"Age, comment (Comm) PI: Jones, Miriam C (https://orcid.org/0000-0002-6650-7619, miriamjones@usgs.gov)"
core,Age dated [ka],age,description,"Age, dated [ka] (Age dated) PI: Jones, Miriam C (https://orcid.org/0000-0002-6650-7619, miriamjones@usgs.gov) COMMENT: Uncalibrated date"
core,Age unc [±],age,description,"Age, uncertainty [±] (Age unc) PI: Jones, Miriam C (https://orcid.org/0000-0002-6650-7619, miriamjones@usgs.gov) COMMENT: Lab uncertainty"
core,Dated material,age,description,"Age, dated material (Dated material) PI: Jones, Miriam C (https://orcid.org/0000-0002-6650-7619, miriamjones@usgs.gov)"
core,Comm,age,method,--
core,Dated material,age,method,--
core,Age dated [ka],age,method,uncalibrated
core,Age dated [ka],age,unit,ka BP
core,Age dated [ka],age,value,--
core,doi,doi,id,--
core,Lab label,lab_label,description,"Laboratory code/label (Lab label) PI: Jones, Miriam C (https://orcid.org/0000-0002-6650-7619, miriamjones@usgs.gov)"
core,Lab label,lab_label,id,--
core,Depth sed [m],layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Jones, Miriam C (https://orcid.org/0000-0002-6650-7619, miriamjones@usgs.gov)"
core,Depth sed [m],layer_mid,unit,m
core,Depth sed [m],layer_mid,value,--
core,Samp thick [cm],layer_thickness,description,"Sample thickness [cm] (Samp thick) PI: Jones, Miriam C (https://orcid.org/0000-0002-6650-7619, miriamjones@usgs.gov)"
core,Samp thick [cm],layer_thickness,unit,cm
core,Samp thick [cm],layer_thickness,value,--
core,Age unc [±],age,1 sigma,--
core,Comm,age,description,"Age, comment (Comm) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu)"
core,Age dated [ka],age,description,"Age, dated [ka] (Age dated) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu) COMMENT: Uncalibrated date"
core,Age unc [±],age,description,"Age, uncertainty [±] (Age unc) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu) COMMENT: Lab uncertainty"
core,Dated material,age,description,"Age, dated material (Dated material) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu)"
core,Comm,age,method,--
core,Dated material,age,method,--
core,Age dated [ka],age,method,uncalibrated
core,Age dated [ka],age,unit,ka BP
core,Age dated [ka],age,value,--
core,doi,doi,id,--
core,Lab label,lab_label,description,"Laboratory code/label (Lab label) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu)"
core,Lab label,lab_label,id,--
core,Depth sed [m],layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu)"
core,Depth sed [m],layer_mid,unit,m
core,Depth sed [m],layer_mid,value,--
core,Samp thick [cm],layer_thickness,description,"Sample thickness [cm] (Samp thick) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu)"
core,Samp thick [cm],layer_thickness,unit,cm
core,Samp thick [cm],layer_thickness,value,--
core,Age unc [±],age,1 sigma,--
core,Comm,age,description,"Age, comment (Comm) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu)"
core,Age dated [ka],age,description,"Age, dated [ka] (Age dated) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu) COMMENT: Uncalibrated date"
core,Age unc [±],age,description,"Age, uncertainty [±] (Age unc) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu) COMMENT: Lab uncertainty"
core,Dated material,age,description,"Age, dated material (Dated material) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu)"
core,Comm,age,method,--
core,Dated material,age,method,--
core,Age dated [ka],age,method,uncalibrated
core,Age dated [ka],age,unit,ka BP
core,Age dated [ka],age,value,--
core,doi,doi,id,--
core,Lab label,lab_label,description,"Laboratory code/label (Lab label) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu)"
core,Lab label,lab_label,id,--
core,Depth sed [m],layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu)"
core,Depth sed [m],layer_mid,unit,m
core,Depth sed [m],layer_mid,value,--
core,Samp thick [cm],layer_thickness,description,"Sample thickness [cm] (Samp thick) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu)"
core,Samp thick [cm],layer_thickness,unit,cm
core,Samp thick [cm],layer_thickness,value,--
core,Age unc [±],age,1 sigma,--
core,Comm,age,description,"Age, comment (Comm) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu)"
core,Age dated [ka],age,description,"Age, dated [ka] (Age dated) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu) COMMENT: Uncalibrated date"
core,Age unc [±],age,description,"Age, uncertainty [±] (Age unc) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu) COMMENT: Lab uncertainty"
core,Dated material,age,description,"Age, dated material (Dated material) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu)"
core,Comm,age,method,--
core,Dated material,age,method,--
core,Age dated [ka],age,method,uncalibrated
core,Age dated [ka],age,unit,ka BP
core,Age dated [ka],age,value,--
core,doi,doi,id,--
core,Lab label,lab_label,description,"Laboratory code/label (Lab label) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu)"
core,Lab label,lab_label,id,--
core,Depth sed [m],layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu)"
core,Depth sed [m],layer_mid,unit,m
core,Depth sed [m],layer_mid,value,--
core,Samp thick [cm],layer_thickness,description,"Sample thickness [cm] (Samp thick) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu)"
core,Samp thick [cm],layer_thickness,unit,cm
core,Samp thick [cm],layer_thickness,value,--
core,Age unc [±],age,1 sigma,--
core,Comm,age,description,"Age, comment (Comm) PI: Tarnocai, Charles (tarnocaict@agr.gc.ca)"
core,Age dated [ka],age,description,"Age, dated [ka] (Age dated) PI: Tarnocai, Charles (tarnocaict@agr.gc.ca) COMMENT: Uncalibrated date"
core,Age unc [±],age,description,"Age, uncertainty [±] (Age unc) PI: Tarnocai, Charles (tarnocaict@agr.gc.ca) COMMENT: Lab uncertainty"
core,Comm,age,method,--
core,Age dated [ka],age,method,uncalibrated
core,Age dated [ka],age,unit,ka BP
core,Age dated [ka],age,value,--
core,doi,doi,id,--
core,Lab label,lab_label,description,"Laboratory code/label (Lab label) PI: Tarnocai, Charles (tarnocaict@agr.gc.ca)"
core,Lab label,lab_label,id,--
core,Depth sed [m],layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Tarnocai, Charles (tarnocaict@agr.gc.ca)"
core,Depth sed [m],layer_mid,unit,m
core,Depth sed [m],layer_mid,value,--
core,Samp thick [cm],layer_thickness,description,"Sample thickness [cm] (Samp thick) PI: Tarnocai, Charles (tarnocaict@agr.gc.ca)"
core,Samp thick [cm],layer_thickness,unit,cm
core,Samp thick [cm],layer_thickness,value,--
core,Age unc [±],age,1 sigma,--
core,Comm,age,description,"Age, comment (Comm) PI: Tarnocai, Charles (tarnocaict@agr.gc.ca)"
core,Age dated [ka],age,description,"Age, dated [ka] (Age dated) PI: Tarnocai, Charles (tarnocaict@agr.gc.ca) COMMENT: Uncalibrated date"
core,Age unc [±],age,description,"Age, uncertainty [±] (Age unc) PI: Tarnocai, Charles (tarnocaict@agr.gc.ca) COMMENT: Lab uncertainty"
core,Comm,age,method,--
core,Age dated [ka],age,method,uncalibrated
core,Age dated [ka],age,unit,ka BP
core,Age dated [ka],age,value,--
core,doi,doi,id,--
core,Lab label,lab_label,description,"Laboratory code/label (Lab label) PI: Tarnocai, Charles (tarnocaict@agr.gc.ca)"
core,Lab label,lab_label,id,--
core,Depth sed [m],layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Tarnocai, Charles (tarnocaict@agr.gc.ca)"
core,Depth sed [m],layer_mid,unit,m
core,Depth sed [m],layer_mid,value,--
core,Samp thick [cm],layer_thickness,description,"Sample thickness [cm] (Samp thick) PI: Tarnocai, Charles (tarnocaict@agr.gc.ca)"
core,Samp thick [cm],layer_thickness,unit,cm
core,Samp thick [cm],layer_thickness,value,--
core,Age unc [±],age,1 sigma,--
core,Comm,age,description,"Age, comment (Comm) PI: Tarnocai, Charles (tarnocaict@agr.gc.ca)"
core,Age dated [ka],age,description,"Age, dated [ka] (Age dated) PI: Tarnocai, Charles (tarnocaict@agr.gc.ca) COMMENT: Uncalibrated date"
core,Age unc [±],age,description,"Age, uncertainty [±] (Age unc) PI: Tarnocai, Charles (tarnocaict@agr.gc.ca) COMMENT: Lab uncertainty"
core,Comm,age,method,--
core,Age dated [ka],age,method,uncalibrated
core,Age dated [ka],age,unit,ka BP
core,Age dated [ka],age,value,--
core,doi,doi,id,--
core,Lab label,lab_label,description,"Laboratory code/label (Lab label) PI: Tarnocai, Charles (tarnocaict@agr.gc.ca)"
core,Lab label,lab_label,id,--
core,Depth sed [m],layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Tarnocai, Charles (tarnocaict@agr.gc.ca)"
core,Depth sed [m],layer_mid,unit,m
core,Depth sed [m],layer_mid,value,--
core,Samp thick [cm],layer_thickness,description,"Sample thickness [cm] (Samp thick) PI: Tarnocai, Charles (tarnocaict@agr.gc.ca)"
core,Samp thick [cm],layer_thickness,unit,cm
core,Samp thick [cm],layer_thickness,value,--
core,Age unc [±],age,1 sigma,--
core,Comm,age,description,"Age, comment (Comm) PI: Tarnocai, Charles (tarnocaict@agr.gc.ca)"
core,Age dated [ka],age,description,"Age, dated [ka] (Age dated) PI: Tarnocai, Charles (tarnocaict@agr.gc.ca) COMMENT: Uncalibrated date"
core,Age unc [±],age,description,"Age, uncertainty [±] (Age unc) PI: Tarnocai, Charles (tarnocaict@agr.gc.ca) COMMENT: Lab uncertainty"
core,Comm,age,method,--
core,Age dated [ka],age,method,uncalibrated
core,Age dated [ka],age,unit,ka BP
core,Age dated [ka],age,value,--
core,doi,doi,id,--
core,Lab label,lab_label,description,"Laboratory code/label (Lab label) PI: Tarnocai, Charles (tarnocaict@agr.gc.ca)"
core,Lab label,lab_label,id,--
core,Depth sed [m],layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Tarnocai, Charles (tarnocaict@agr.gc.ca)"
core,Depth sed [m],layer_mid,unit,m
core,Depth sed [m],layer_mid,value,--
core,Samp thick [cm],layer_thickness,description,"Sample thickness [cm] (Samp thick) PI: Tarnocai, Charles (tarnocaict@agr.gc.ca)"
core,Samp thick [cm],layer_thickness,unit,cm
core,Samp thick [cm],layer_thickness,value,--
core,Age unc [±],age,1 sigma,--
core,Comm,age,description,"Age, comment (Comm) PI: Loisel, Julie (julieloisel@tamu.edu)"
core,Age dated [ka],age,description,"Age, dated [ka] (Age dated) PI: Loisel, Julie (julieloisel@tamu.edu) COMMENT: Uncalibrated date"
core,Age unc [±],age,description,"Age, uncertainty [±] (Age unc) PI: Loisel, Julie (julieloisel@tamu.edu) COMMENT: Lab uncertainty"
core,Comm,age,method,--
core,Age dated [ka],age,method,uncalibrated
core,Age dated [ka],age,unit,ka BP
core,Age dated [ka],age,value,--
core,doi,doi,id,--
core,Lab label,lab_label,description,"Laboratory code/label (Lab label) PI: Loisel, Julie (julieloisel@tamu.edu)"
core,Lab label,lab_label,id,--
core,Depth sed [m],layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Loisel, Julie (julieloisel@tamu.edu)"
core,Depth sed [m],layer_mid,unit,m
core,Depth sed [m],layer_mid,value,--
core,Samp thick [cm],layer_thickness,description,"Sample thickness [cm] (Samp thick) PI: Loisel, Julie (julieloisel@tamu.edu)"
core,Samp thick [cm],layer_thickness,unit,cm
core,Samp thick [cm],layer_thickness,value,--
core,DBD [g/cm**3],bulk_density,description,"Density, dry bulk [g/cm  3] (DBD) PI: Sannel, A Britta K (britta.sannel@natgeo.su.se)"
core,DBD [g/cm**3],bulk_density,unit,g cm-3
core,DBD [g/cm**3],bulk_density,value,--
core,doi,doi,id,--
core,Depth sed [m],layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Sannel, A Britta K (britta.sannel@natgeo.su.se)"
core,Depth sed [m],layer_mid,unit,m
core,Depth sed [m],layer_mid,value,--
core,Corg dens [g/cm**3],organic_carbon,description,"Density, organic carbon [g/cm  3] (Corg dens) PI: Sannel, A Britta K (britta.sannel@natgeo.su.se)"
core,Corg dens [g/cm**3],organic_carbon,unit,g cm-3
core,Corg dens [g/cm**3],organic_carbon,value,--
core,OM [%],organic_matter,description,"Organic matter [%] (OM) PI: Sannel, A Britta K (britta.sannel@natgeo.su.se)"
core,OM dens [g/cm**3],organic_matter,description,"Density, organic matter [g/cm  3] (OM dens) PI: Sannel, A Britta K (britta.sannel@natgeo.su.se)"
core,OM [%],organic_matter,unit,mass percent
core,OM dens [g/cm**3],organic_matter,unit,g cm-3
core,OM [%],organic_matter,value,--
core,OM dens [g/cm**3],organic_matter,value,--
core,Peat type,peat,description,"Peat type (Peat type) PI: Sannel, A Britta K (britta.sannel@natgeo.su.se)"
core,Peat type (Loisel et al. 2014),peat,description,"Peat type (Peat type) PI: Sannel, A Britta K (britta.sannel@natgeo.su.se) COMMENT: Loisel et al. 2014"
core,Peat type,peat,note,--
core,Peat type (Loisel et al. 2014),peat,note,--
core,TC [%],total_carbon,description,"Carbon, total [%] (TC) PI: Sannel, A Britta K (britta.sannel@natgeo.su.se)"
core,TC [%],total_carbon,unit,mass percent
core,TC [%],total_carbon,value,--
core,TN [%],total_nitrogen,description,"Nitrogen, total [%] (TN) PI: Sannel, A Britta K (britta.sannel@natgeo.su.se)"
core,TN [%],total_nitrogen,unit,mass percent
core,TN [%],total_nitrogen,value,--
core,Age [ka BP] (Loisel et al. 2014),age,description,"AGE [ka BP] (Age) GEOCODE PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu) COMMENT: Loisel et al. 2014"
core,Age [ka BP] (Loisel et al. 2014),age,unit,ka BP
core,Age [ka BP] (Loisel et al. 2014),age,value,--
core,DBD [g/cm**3],bulk_density,description,"Density, dry bulk [g/cm  3] (DBD) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu)"
core,DBD [g/cm**3],bulk_density,unit,g cm-3
core,DBD [g/cm**3],bulk_density,value,--
core,doi,doi,id,--
core,Depth sed [m],layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu)"
core,Depth sed [m],layer_mid,unit,m
core,Depth sed [m],layer_mid,value,--
core,Corg dens [g/cm**3],organic_carbon,description,"Density, organic carbon [g/cm  3] (Corg dens) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu)"
core,Corg dens [g/cm**3],organic_carbon,unit,g cm-3
core,Corg dens [g/cm**3],organic_carbon,value,--
core,OM [%],organic_matter,description,"Organic matter [%] (OM) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu)"
core,OM dens [g/cm**3],organic_matter,description,"Density, organic matter [g/cm  3] (OM dens) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu)"
core,OM [%],organic_matter,unit,mass percent
core,OM dens [g/cm**3],organic_matter,unit,g cm-3
core,OM [%],organic_matter,value,--
core,OM dens [g/cm**3],organic_matter,value,--
core,Peat type,peat,description,"Peat type (Peat type) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu)"
core,Peat type (Loisel et al. 2014),peat,description,"Peat type (Peat type) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu) COMMENT: Loisel et al. 2014"
core,Peat type,peat,note,--
core,Peat type (Loisel et al. 2014),peat,note,--
core,Age [ka BP],age,description,"AGE [ka BP] (Age) GEOCODE PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu) COMMENT: Loisel et al. 2014"
core,Age [ka BP],age,unit,ka BP
core,Age [ka BP],age,value,--
core,DBD [g/cm**3],bulk_density,description,"Density, dry bulk [g/cm  3] (DBD) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu)"
core,DBD [g/cm**3],bulk_density,unit,g cm-3
core,DBD [g/cm**3],bulk_density,value,--
core,doi,doi,id,--
core,Depth sed [m],layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu)"
core,Depth sed [m],layer_mid,unit,m
core,Depth sed [m],layer_mid,value,--
core,Corg dens [g/cm**3],organic_carbon,description,"Density, organic carbon [g/cm  3] (Corg dens) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu)"
core,Corg dens [g/cm**3],organic_carbon,unit,g cm-3
core,Corg dens [g/cm**3],organic_carbon,value,--
core,OM [%],organic_matter,description,"Organic matter [%] (OM) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu)"
core,OM dens [g/cm**3],organic_matter,description,"Density, organic matter [g/cm  3] (OM dens) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu)"
core,OM [%],organic_matter,unit,mass percent
core,OM dens [g/cm**3],organic_matter,unit,g cm-3
core,OM [%],organic_matter,value,--
core,OM dens [g/cm**3],organic_matter,value,--
core,Age [ka BP],age,description,"AGE [ka BP] (Age) GEOCODE PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu) COMMENT: Loisel et al. 2014"
core,Age [ka BP],age,unit,ka BP
core,Age [ka BP],age,value,--
core,DBD [g/cm**3],bulk_density,description,"Density, dry bulk [g/cm  3] (DBD) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu)"
core,DBD [g/cm**3],bulk_density,unit,g cm-3
core,DBD [g/cm**3],bulk_density,value,--
core,doi,doi,id,--
core,Depth sed [m],layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu)"
core,Depth sed [m],layer_mid,unit,m
core,Depth sed [m],layer_mid,value,--
core,Corg dens [g/cm**3],organic_carbon,description,"Density, organic carbon [g/cm  3] (Corg dens) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu)"
core,Corg dens [g/cm**3],organic_carbon,unit,g cm-3
core,Corg dens [g/cm**3],organic_carbon,value,--
core,OM [%],organic_matter,description,"Organic matter [%] (OM) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu)"
core,OM dens [g/cm**3],organic_matter,description,"Density, organic matter [g/cm  3] (OM dens) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu)"
core,OM [%],organic_matter,unit,mass percent
core,OM dens [g/cm**3],organic_matter,unit,g cm-3
core,OM [%],organic_matter,value,--
core,OM dens [g/cm**3],organic_matter,value,--
core,Age [ka BP],age,description,"AGE [ka BP] (Age) GEOCODE PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu) COMMENT: Loisel et al. 2014"
core,Age [ka BP],age,unit,ka BP
core,Age [ka BP],age,value,--
core,DBD [g/cm**3],bulk_density,description,"Density, dry bulk [g/cm  3] (DBD) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu)"
